event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold_before_promo,quantity_sold(after_promo),base_price_after_promo,revenue_before_promo,quantity_sold_after_promo,revenue_after_promo,isu,isu_pct,ir,ir_pct
5372de,STCBE-3,CAMP_SAN_01,P10,50,25% OFF,28,22,37.5,1400,22,825,-6,-0.21,-575,-0.41
5e1671,STCHE-2,CAMP_SAN_01,P10,50,25% OFF,34,30,37.5,1700,30,1125,-4,-0.12,-575,-0.34
6edb42,STBLR-8,CAMP_SAN_01,P10,50,25% OFF,36,26,37.5,1800,26,975,-10,-0.28,-825,-0.46
35701b,STVJD-0,CAMP_DIW_01,P04,290,25% OFF,192,188,217.5,55680,188,40890,-4,-0.02,-14790,-0.27
1a1edd,STBLR-7,CAMP_DIW_01,P03,156,25% OFF,343,301,117,53508,301,35217,-42,-0.12,-18291,-0.34
d3227b,STMYS-2,CAMP_DIW_01,P04,290,25% OFF,343,312,217.5,99470,312,67860,-31,-0.09,-31610,-0.32
a25cbf,STCHE-2,CAMP_DIW_01,P04,290,25% OFF,295,289,217.5,85550,289,62857.5,-6,-0.02,-22692.5,-0.27
e875c6,STCBE-2,CAMP_DIW_01,P03,156,25% OFF,225,195,117,35100,195,22815,-30,-0.13,-12285,-0.35
896c2a,STTRV-0,CAMP_DIW_01,P04,290,25% OFF,180,171,217.5,52200,171,37192.5,-9,-0.05,-15007.5,-0.29
11ea6f,STMDU-2,CAMP_DIW_01,P04,290,25% OFF,271,243,217.5,78590,243,52852.5,-28,-0.1,-25737.5,-0.33
785811,STCHE-0,CAMP_SAN_01,P10,50,25% OFF,25,20,37.5,1250,20,750,-5,-0.2,-500,-0.4
835bbe,STHYD-4,CAMP_SAN_01,P09,90,25% OFF,54,49,67.5,4860,49,3307.5,-5,-0.09,-1552.5,-0.32
9871ea,STVSK-1,CAMP_SAN_01,P10,50,25% OFF,25,18,37.5,1250,18,675,-7,-0.28,-575,-0.46
b27f2a,STBLR-6,CAMP_SAN_01,P10,50,25% OFF,37,30,37.5,1850,30,1125,-7,-0.19,-725,-0.39
8937eb,STCHE-1,CAMP_DIW_01,P03,156,25% OFF,357,317,117,55692,317,37089,-40,-0.11,-18603,-0.33
a304b6,STHYD-3,CAMP_DIW_01,P03,156,25% OFF,285,222,117,44460,222,25974,-63,-0.22,-18486,-0.42
c405b3,STCBE-2,CAMP_DIW_01,P04,290,25% OFF,252,221,217.5,73080,221,48067.5,-31,-0.12,-25012.5,-0.34
cc5ed4,STMYS-2,CAMP_DIW_01,P03,156,25% OFF,444,395,117,69264,395,46215,-49,-0.11,-23049,-0.33
9cf38e,STCBE-3,CAMP_SAN_01,P09,90,25% OFF,40,32,67.5,3600,32,2160,-8,-0.2,-1440,-0.4
02fe6a,STMLR-1,CAMP_DIW_01,P04,290,25% OFF,152,133,217.5,44080,133,28927.5,-19,-0.13,-15152.5,-0.34
a34aa4,STBLR-5,CAMP_DIW_01,P03,156,25% OFF,369,332,117,57564,332,38844,-37,-0.1,-18720,-0.33
5202ed,STBLR-4,CAMP_DIW_01,P03,156,25% OFF,306,275,117,47736,275,32175,-31,-0.1,-15561,-0.33
e31e72,STHYD-4,CAMP_SAN_01,P10,50,25% OFF,33,31,37.5,1650,31,1162.5,-2,-0.06,-487.5,-0.3
3131b7,STMYS-3,CAMP_SAN_01,P09,90,25% OFF,54,45,67.5,4860,45,3037.5,-9,-0.17,-1822.5,-0.38
d622c3,STHYD-0,CAMP_SAN_01,P10,50,25% OFF,25,20,37.5,1250,20,750,-5,-0.2,-500,-0.4
930325,STTRV-0,CAMP_SAN_01,P09,90,25% OFF,31,28,67.5,2790,28,1890,-3,-0.1,-900,-0.32
b8c7c8,STHYD-6,CAMP_SAN_01,P10,50,25% OFF,31,26,37.5,1550,26,975,-5,-0.16,-575,-0.37
793873,STVSK-2,CAMP_DIW_01,P03,156,25% OFF,248,225,117,38688,225,26325,-23,-0.09,-12363,-0.32
a386d9,STCHE-2,CAMP_SAN_01,P09,90,25% OFF,54,50,67.5,4860,50,3375,-4,-0.07,-1485,-0.31
e918c8,STBLR-4,CAMP_SAN_01,P09,90,25% OFF,66,56,67.5,5940,56,3780,-10,-0.15,-2160,-0.36
a0da88,STMLR-2,CAMP_DIW_01,P03,156,25% OFF,204,175,117,31824,175,20475,-29,-0.14,-11349,-0.36
4c7359,STVSK-2,CAMP_SAN_01,P09,90,25% OFF,43,35,67.5,3870,35,2362.5,-8,-0.19,-1507.5,-0.39
bed4b4,STMLR-1,CAMP_SAN_01,P10,50,25% OFF,13,10,37.5,650,10,375,-3,-0.23,-275,-0.42
8819fd,STBLR-2,CAMP_DIW_01,P04,290,25% OFF,350,304,217.5,101500,304,66120,-46,-0.13,-35380,-0.35
7c09bf,STVSK-4,CAMP_SAN_01,P10,50,25% OFF,21,15,37.5,1050,15,562.5,-6,-0.29,-487.5,-0.46
26e506,STCHE-0,CAMP_SAN_01,P09,90,25% OFF,72,59,67.5,6480,59,3982.5,-13,-0.18,-2497.5,-0.39
166ffe,STMYS-1,CAMP_SAN_01,P10,50,25% OFF,28,20,37.5,1400,20,750,-8,-0.29,-650,-0.46
f304a8,STMYS-1,CAMP_DIW_01,P04,290,25% OFF,204,157,217.5,59160,157,34147.5,-47,-0.23,-25012.5,-0.42
9b5299,STBLR-6,CAMP_DIW_01,P04,290,25% OFF,360,320,217.5,104400,320,69600,-40,-0.11,-34800,-0.33
3edc10,STVSK-1,CAMP_DIW_01,P03,156,25% OFF,246,194,117,38376,194,22698,-52,-0.21,-15678,-0.41
3b4a4f,STBLR-0,CAMP_DIW_01,P04,290,25% OFF,337,296,217.5,97730,296,64380,-41,-0.12,-33350,-0.34
0ffbbc,STTRV-1,CAMP_SAN_01,P09,90,25% OFF,30,28,67.5,2700,28,1890,-2,-0.07,-810,-0.3
b92097,STCBE-4,CAMP_DIW_01,P03,156,25% OFF,257,221,117,40092,221,25857,-36,-0.14,-14235,-0.36
f957f1,STMDU-1,CAMP_SAN_01,P10,50,25% OFF,22,18,37.5,1100,18,675,-4,-0.18,-425,-0.39
dd6685,STMYS-2,CAMP_DIW_01,P06,415,25% OFF,78,70,311.25,32370,70,21787.5,-8,-0.1,-10582.5,-0.33
182caa,STCHE-5,CAMP_SAN_01,P06,415,25% OFF,39,33,311.25,16185,33,10271.25,-6,-0.15,-5913.75,-0.37
94f48c,STVSK-1,CAMP_SAN_01,P06,415,25% OFF,22,16,311.25,9130,16,4980,-6,-0.27,-4150,-0.45
1f083a,STVJD-0,CAMP_SAN_01,P06,415,25% OFF,16,14,311.25,6640,14,4357.5,-2,-0.13,-2282.5,-0.34
42f304,STCBE-3,CAMP_DIW_01,P06,415,25% OFF,66,57,311.25,27390,57,17741.25,-9,-0.14,-9648.75,-0.35
34ac29,STMDU-0,CAMP_DIW_01,P06,415,25% OFF,73,64,311.25,30295,64,19920,-9,-0.12,-10375,-0.34
cf2a34,STHYD-3,CAMP_DIW_01,P06,415,25% OFF,106,81,311.25,43990,81,25211.25,-25,-0.24,-18778.75,-0.43
7ecbbb,STHYD-1,CAMP_DIW_01,P06,415,25% OFF,103,88,311.25,42745,88,27390,-15,-0.15,-15355,-0.36
df5c15,STBLR-5,CAMP_DIW_01,P06,415,25% OFF,101,90,311.25,41915,90,28012.5,-11,-0.11,-13902.5,-0.33
ccbc3a,STTRV-0,CAMP_DIW_01,P06,415,25% OFF,52,49,311.25,21580,49,15251.25,-3,-0.06,-6328.75,-0.29
b484bd,STTRV-1,CAMP_DIW_01,P06,415,25% OFF,36,34,311.25,14940,34,10582.5,-2,-0.06,-4357.5,-0.29
3aaafb,STMDU-2,CAMP_DIW_01,P06,415,25% OFF,50,43,311.25,20750,43,13383.75,-7,-0.14,-7366.25,-0.36
53a947,STBLR-1,CAMP_SAN_01,P06,415,25% OFF,39,36,311.25,16185,36,11205,-3,-0.08,-4980,-0.31
ae5745,STCBE-4,CAMP_DIW_01,P06,415,25% OFF,68,61,311.25,28220,61,18986.25,-7,-0.1,-9233.75,-0.33
ec29f9,STTRV-1,CAMP_SAN_01,P06,415,25% OFF,21,19,311.25,8715,19,5913.75,-2,-0.1,-2801.25,-0.32
c4b10c,STCHE-5,CAMP_DIW_01,P06,415,25% OFF,87,77,311.25,36105,77,23966.25,-10,-0.11,-12138.75,-0.34
55b461,STMDU-0,CAMP_SAN_01,P06,415,25% OFF,21,17,311.25,8715,17,5291.25,-4,-0.19,-3423.75,-0.39
380012,STMDU-3,CAMP_DIW_01,P06,415,25% OFF,56,50,311.25,23240,50,15562.5,-6,-0.11,-7677.5,-0.33
902a62,STHYD-2,CAMP_DIW_01,P06,415,25% OFF,96,77,311.25,39840,77,23966.25,-19,-0.2,-15873.75,-0.4
11a64e,STCHE-7,CAMP_SAN_01,P06,415,25% OFF,31,28,311.25,12865,28,8715,-3,-0.1,-4150,-0.32
a216f7,STCBE-2,CAMP_DIW_01,P06,415,25% OFF,77,68,311.25,31955,68,21165,-9,-0.12,-10790,-0.34
f49149,STMYS-0,CAMP_SAN_01,P06,415,25% OFF,27,22,311.25,11205,22,6847.5,-5,-0.19,-4357.5,-0.39
da9b71,STVSK-1,CAMP_DIW_01,P06,415,25% OFF,63,51,311.25,26145,51,15873.75,-12,-0.19,-10271.25,-0.39
b0ab6c,STHYD-4,CAMP_SAN_01,P06,415,25% OFF,34,31,311.25,14110,31,9648.75,-3,-0.09,-4461.25,-0.32
7.34E+11,STCHE-0,CAMP_DIW_01,P06,415,25% OFF,105,92,311.25,43575,92,28635,-13,-0.12,-14940,-0.34
1620ea,STMYS-3,CAMP_DIW_01,P06,415,25% OFF,101,89,311.25,41915,89,27701.25,-12,-0.12,-14213.75,-0.34
fdd666,STMLR-0,CAMP_DIW_01,P06,415,25% OFF,38,33,311.25,15770,33,10271.25,-5,-0.13,-5498.75,-0.35
c198da,STMDU-2,CAMP_SAN_01,P06,415,25% OFF,19,15,311.25,7885,15,4668.75,-4,-0.21,-3216.25,-0.41
94953c,STMLR-2,CAMP_SAN_01,P06,415,25% OFF,15,12,311.25,6225,12,3735,-3,-0.2,-2490,-0.4
44838e,STVJD-1,CAMP_DIW_01,P06,415,25% OFF,49,40,311.25,20335,40,12450,-9,-0.18,-7885,-0.39
6bfa15,STCBE-2,CAMP_SAN_01,P06,415,25% OFF,16,13,311.25,6640,13,4046.25,-3,-0.19,-2593.75,-0.39
2361c6,STBLR-0,CAMP_DIW_01,P06,415,25% OFF,94,83,311.25,39010,83,25833.75,-11,-0.12,-13176.25,-0.34
114087,STHYD-3,CAMP_SAN_01,P06,415,25% OFF,28,20,311.25,11620,20,6225,-8,-0.29,-5395,-0.46
5ab1d5,STCHE-6,CAMP_DIW_01,P06,415,25% OFF,98,76,311.25,40670,76,23655,-22,-0.22,-17015,-0.42
861116,STBLR-7,CAMP_DIW_01,P06,415,25% OFF,96,84,311.25,39840,84,26145,-12,-0.13,-13695,-0.34
f21ef6,STMLR-1,CAMP_SAN_01,P06,415,25% OFF,18,14,311.25,7470,14,4357.5,-4,-0.22,-3112.5,-0.42
f6aa36,STVSK-3,CAMP_DIW_01,P06,415,25% OFF,63,54,311.25,26145,54,16807.5,-9,-0.14,-9337.5,-0.36
ab8eb3,STHYD-6,CAMP_DIW_01,P06,415,25% OFF,85,74,311.25,35275,74,23032.5,-11,-0.13,-12242.5,-0.35
6444b7,STCHE-2,CAMP_DIW_01,P06,415,25% OFF,85,81,311.25,35275,81,25211.25,-4,-0.05,-10063.75,-0.29
00af86,STCBE-0,CAMP_SAN_01,P06,415,25% OFF,15,14,311.25,6225,14,4357.5,-1,-0.07,-1867.5,-0.3
780aaa,STMYS-1,CAMP_SAN_01,P06,415,25% OFF,19,14,311.25,7885,14,4357.5,-5,-0.26,-3527.5,-0.45
3b086a,STBLR-4,CAMP_SAN_01,P06,415,25% OFF,36,29,311.25,14940,29,9026.25,-7,-0.19,-5913.75,-0.4
729701,STVSK-2,CAMP_SAN_01,P06,415,25% OFF,22,18,311.25,9130,18,5602.5,-4,-0.18,-3527.5,-0.39
f199be,STBLR-6,CAMP_DIW_01,P06,415,25% OFF,87,78,311.25,36105,78,24277.5,-9,-0.1,-11827.5,-0.33
21ac82,STHYD-2,CAMP_SAN_01,P06,415,25% OFF,46,34,311.25,19090,34,10582.5,-12,-0.26,-8507.5,-0.45
151c7d,STMLR-1,CAMP_DIW_01,P06,415,25% OFF,49,42,311.25,20335,42,13072.5,-7,-0.14,-7262.5,-0.36
eb8939,STBLR-9,CAMP_DIW_01,P06,415,25% OFF,91,89,311.25,37765,89,27701.25,-2,-0.02,-10063.75,-0.27
5a94d6,STVSK-0,CAMP_DIW_01,P06,415,25% OFF,64,58,311.25,26560,58,18052.5,-6,-0.09,-8507.5,-0.32
9ff8d2,STBLR-1,CAMP_DIW_01,P06,415,25% OFF,87,82,311.25,36105,82,25522.5,-5,-0.06,-10582.5,-0.29
b17f27,STCBE-0,CAMP_DIW_01,P06,415,25% OFF,59,56,311.25,24485,56,17430,-3,-0.05,-7055,-0.29
39d354,STMYS-0,CAMP_DIW_01,P06,415,25% OFF,57,49,311.25,23655,49,15251.25,-8,-0.14,-8403.75,-0.36
6e412f,STBLR-7,CAMP_SAN_01,P06,415,25% OFF,34,28,311.25,14110,28,8715,-6,-0.18,-5395,-0.38
b110d3,STCBE-3,CAMP_SAN_01,P06,415,25% OFF,18,14,311.25,7470,14,4357.5,-4,-0.22,-3112.5,-0.42
e45c30,STMDU-1,CAMP_DIW_01,P06,415,25% OFF,70,63,311.25,29050,63,19608.75,-7,-0.1,-9441.25,-0.33
0aefa5,STVSK-3,CAMP_SAN_01,P06,415,25% OFF,33,27,311.25,13695,27,8403.75,-6,-0.18,-5291.25,-0.39
0f3f34,STCHE-1,CAMP_DIW_01,P06,415,25% OFF,99,87,311.25,41085,87,27078.75,-12,-0.12,-14006.25,-0.34
bff226,STCBE-1,CAMP_DIW_01,P06,415,25% OFF,57,44,311.25,23655,44,13695,-13,-0.23,-9960,-0.42
4fbcf6,STHYD-1,CAMP_SAN_01,P06,415,25% OFF,27,22,311.25,11205,22,6847.5,-5,-0.19,-4357.5,-0.39
27c86c,STBLR-2,CAMP_DIW_01,P06,415,25% OFF,92,81,311.25,38180,81,25211.25,-11,-0.12,-12968.75,-0.34
ebbe5d,STCHE-2,CAMP_SAN_01,P06,415,25% OFF,25,22,311.25,10375,22,6847.5,-3,-0.12,-3527.5,-0.34
1a4a61,STCHE-1,CAMP_SAN_01,P06,415,25% OFF,36,29,311.25,14940,29,9026.25,-7,-0.19,-5913.75,-0.4
0ee55a,STHYD-5,CAMP_DIW_01,P06,415,25% OFF,82,80,311.25,34030,80,24900,-2,-0.02,-9130,-0.27
fb29d7,STMYS-3,CAMP_SAN_01,P06,415,25% OFF,28,23,311.25,11620,23,7158.75,-5,-0.18,-4461.25,-0.38
2abe5e,STCHE-6,CAMP_SAN_01,P06,415,25% OFF,40,28,311.25,16600,28,8715,-12,-0.3,-7885,-0.48
fc2f67,STBLR-5,CAMP_SAN_01,P06,415,25% OFF,34,27,311.25,14110,27,8403.75,-7,-0.21,-5706.25,-0.4
75f9b8,STCHE-4,CAMP_SAN_01,P06,415,25% OFF,27,22,311.25,11205,22,6847.5,-5,-0.19,-4357.5,-0.39
d730ac,STCHE-0,CAMP_SAN_01,P06,415,25% OFF,31,26,311.25,12865,26,8092.5,-5,-0.16,-4772.5,-0.37
1809f2,STVSK-4,CAMP_SAN_01,P06,415,25% OFF,22,15,311.25,9130,15,4668.75,-7,-0.32,-4461.25,-0.49
ff9fa7,STBLR-9,CAMP_SAN_01,P06,415,25% OFF,43,40,311.25,17845,40,12450,-3,-0.07,-5395,-0.3
c0d022,STBLR-6,CAMP_SAN_01,P06,415,25% OFF,33,28,311.25,13695,28,8715,-5,-0.15,-4980,-0.36
8ff2bb,STBLR-2,CAMP_SAN_01,P06,415,25% OFF,40,33,311.25,16600,33,10271.25,-7,-0.18,-6328.75,-0.38
6ee8ab,STVSK-0,CAMP_SAN_01,P06,415,25% OFF,16,13,311.25,6640,13,4046.25,-3,-0.19,-2593.75,-0.39
b456c0,STBLR-3,CAMP_DIW_01,P06,415,25% OFF,91,72,311.25,37765,72,22410,-19,-0.21,-15355,-0.41
f78e86,STCHE-3,CAMP_DIW_01,P06,415,25% OFF,77,67,311.25,31955,67,20853.75,-10,-0.13,-11101.25,-0.35
9d1009,STHYD-0,CAMP_DIW_01,P06,415,25% OFF,78,68,311.25,32370,68,21165,-10,-0.13,-11205,-0.35
933cae,STCHE-3,CAMP_SAN_01,P06,415,25% OFF,28,23,311.25,11620,23,7158.75,-5,-0.18,-4461.25,-0.38
0f714a,STVJD-1,CAMP_SAN_01,P06,415,25% OFF,16,11,311.25,6640,11,3423.75,-5,-0.31,-3216.25,-0.48
68e849,STMLR-2,CAMP_DIW_01,P06,415,25% OFF,40,34,311.25,16600,34,10582.5,-6,-0.15,-6017.5,-0.36
7e28fb,STHYD-4,CAMP_DIW_01,P06,415,25% OFF,96,92,311.25,39840,92,28635,-4,-0.04,-11205,-0.28
fe4bf5,STCHE-4,CAMP_DIW_01,P06,415,25% OFF,91,80,311.25,37765,80,24900,-11,-0.12,-12865,-0.34
77c2be,STBLR-8,CAMP_DIW_01,P06,415,25% OFF,78,62,311.25,32370,62,19297.5,-16,-0.21,-13072.5,-0.4
365da3,STCBE-1,CAMP_SAN_01,P06,415,25% OFF,21,15,311.25,8715,15,4668.75,-6,-0.29,-4046.25,-0.46
a6a18f,STHYD-6,CAMP_SAN_01,P06,415,25% OFF,34,27,311.25,14110,27,8403.75,-7,-0.21,-5706.25,-0.4
98e55f,STBLR-4,CAMP_DIW_01,P06,415,25% OFF,101,90,311.25,41915,90,28012.5,-11,-0.11,-13902.5,-0.33
3.59E+89,STBLR-3,CAMP_SAN_01,P06,415,25% OFF,22,16,311.25,9130,16,4980,-6,-0.27,-4150,-0.45
390df2,STBLR-0,CAMP_SAN_01,P06,415,25% OFF,31,26,311.25,12865,26,8092.5,-5,-0.16,-4772.5,-0.37
e88818,STCHE-7,CAMP_DIW_01,P06,415,25% OFF,82,79,311.25,34030,79,24588.75,-3,-0.04,-9441.25,-0.28
366c89,STMDU-3,CAMP_SAN_01,P06,415,25% OFF,25,20,311.25,10375,20,6225,-5,-0.2,-4150,-0.4
86196b,STTRV-0,CAMP_SAN_01,P06,415,25% OFF,13,11,311.25,5395,11,3423.75,-2,-0.15,-1971.25,-0.37
ebc2d2,STVSK-4,CAMP_DIW_01,P06,415,25% OFF,70,53,311.25,29050,53,16496.25,-17,-0.24,-12553.75,-0.43
605f5e,STVJD-0,CAMP_DIW_01,P06,415,25% OFF,52,50,311.25,21580,50,15562.5,-2,-0.04,-6017.5,-0.28
91fec3,STMYS-1,CAMP_DIW_01,P06,415,25% OFF,101,79,311.25,41915,79,24588.75,-22,-0.22,-17326.25,-0.41
eb3ac8,STHYD-0,CAMP_SAN_01,P06,415,25% OFF,42,34,311.25,17430,34,10582.5,-8,-0.19,-6847.5,-0.39
da3d1d,STVSK-2,CAMP_DIW_01,P06,415,25% OFF,78,69,311.25,32370,69,21476.25,-9,-0.12,-10893.75,-0.34
eb5927,STMDU-1,CAMP_SAN_01,P06,415,25% OFF,21,17,311.25,8715,17,5291.25,-4,-0.19,-3423.75,-0.39
c43947,STHYD-5,CAMP_SAN_01,P06,415,25% OFF,39,35,311.25,16185,35,10893.75,-4,-0.1,-5291.25,-0.33
e60b61,STMLR-0,CAMP_SAN_01,P06,415,25% OFF,15,12,311.25,6225,12,3735,-3,-0.2,-2490,-0.4
985960,STCBE-4,CAMP_SAN_01,P06,415,25% OFF,21,17,311.25,8715,17,5291.25,-4,-0.19,-3423.75,-0.39
dc07e1,STMYS-2,CAMP_SAN_01,P06,415,25% OFF,31,26,311.25,12865,26,8092.5,-5,-0.16,-4772.5,-0.37
ac0db6,STBLR-8,CAMP_SAN_01,P06,415,25% OFF,22,16,311.25,9130,16,4980,-6,-0.27,-4150,-0.45
1091cf,STBLR-6,CAMP_DIW_01,P05,55,25% OFF,108,93,41.25,5940,93,3836.25,-15,-0.14,-2103.75,-0.35
922e6a,STBLR-8,CAMP_SAN_01,P05,55,25% OFF,34,24,41.25,1870,24,990,-10,-0.29,-880,-0.47
f60d93,STCBE-0,CAMP_DIW_01,P05,55,25% OFF,78,75,41.25,4290,75,3093.75,-3,-0.04,-1196.25,-0.28
32fa85,STCHE-3,CAMP_DIW_01,P05,55,25% OFF,106,92,41.25,5830,92,3795,-14,-0.13,-2035,-0.35
6dae49,STBLR-1,CAMP_DIW_01,P05,55,25% OFF,117,114,41.25,6435,114,4702.5,-3,-0.03,-1732.5,-0.27
bd1314,STMYS-2,CAMP_SAN_01,P05,55,25% OFF,37,30,41.25,2035,30,1237.5,-7,-0.19,-797.5,-0.39
8.25E+90,STBLR-3,CAMP_DIW_01,P05,55,25% OFF,112,88,41.25,6160,88,3630,-24,-0.21,-2530,-0.41
9e82db,STMDU-1,CAMP_DIW_01,P05,55,25% OFF,92,79,41.25,5060,79,3258.75,-13,-0.14,-1801.25,-0.36
82454e,STMLR-1,CAMP_DIW_01,P05,55,25% OFF,54,48,41.25,2970,48,1980,-6,-0.11,-990,-0.33
9e59d5,STVSK-1,CAMP_DIW_01,P05,55,25% OFF,64,49,41.25,3520,49,2021.25,-15,-0.23,-1498.75,-0.43
8b751b,STMLR-0,CAMP_SAN_01,P05,55,25% OFF,15,12,41.25,825,12,495,-3,-0.2,-330,-0.4
a340fc,STBLR-4,CAMP_DIW_01,P05,55,25% OFF,136,121,41.25,7480,121,4991.25,-15,-0.11,-2488.75,-0.33
d42636,STBLR-6,CAMP_SAN_01,P05,55,25% OFF,25,20,41.25,1375,20,825,-5,-0.2,-550,-0.4
108a63,STHYD-3,CAMP_SAN_01,P05,55,25% OFF,30,22,41.25,1650,22,907.5,-8,-0.27,-742.5,-0.45
ad1849,STCHE-1,CAMP_DIW_01,P05,55,25% OFF,119,107,41.25,6545,107,4413.75,-12,-0.1,-2131.25,-0.33
6b26bc,STHYD-2,CAMP_SAN_01,P05,55,25% OFF,24,18,41.25,1320,18,742.5,-6,-0.25,-577.5,-0.44
1fcb3a,STVSK-4,CAMP_DIW_01,P05,55,25% OFF,89,72,41.25,4895,72,2970,-17,-0.19,-1925,-0.39
75ad53,STVJD-1,CAMP_DIW_01,P05,55,25% OFF,59,48,41.25,3245,48,1980,-11,-0.19,-1265,-0.39
a08c5e,STMYS-2,CAMP_DIW_01,P05,55,25% OFF,99,88,41.25,5445,88,3630,-11,-0.11,-1815,-0.33
d8a4ae,STBLR-0,CAMP_SAN_01,P05,55,25% OFF,28,22,41.25,1540,22,907.5,-6,-0.21,-632.5,-0.41
e8a904,STCHE-7,CAMP_DIW_01,P05,55,25% OFF,112,107,41.25,6160,107,4413.75,-5,-0.04,-1746.25,-0.28
e57227,STCHE-6,CAMP_SAN_01,P05,55,25% OFF,25,18,41.25,1375,18,742.5,-7,-0.28,-632.5,-0.46
1bff17,STCHE-6,CAMP_DIW_01,P05,55,25% OFF,112,85,41.25,6160,85,3506.25,-27,-0.24,-2653.75,-0.43
93a29e,STCHE-4,CAMP_SAN_01,P05,55,25% OFF,28,22,41.25,1540,22,907.5,-6,-0.21,-632.5,-0.41
2186aa,STCBE-3,CAMP_SAN_01,P05,55,25% OFF,19,15,41.25,1045,15,618.75,-4,-0.21,-426.25,-0.41
b666fa,STTRV-1,CAMP_DIW_01,P05,55,25% OFF,57,55,41.25,3135,55,2268.75,-2,-0.04,-866.25,-0.28
7f81c2,STCHE-2,CAMP_DIW_01,P05,55,25% OFF,91,88,41.25,5005,88,3630,-3,-0.03,-1375,-0.27
0f184e,STVSK-0,CAMP_DIW_01,P05,55,25% OFF,89,80,41.25,4895,80,3300,-9,-0.1,-1595,-0.33
449732,STBLR-9,CAMP_DIW_01,P05,55,25% OFF,101,97,41.25,5555,97,4001.25,-4,-0.04,-1553.75,-0.28
8e6ee5,STMLR-0,CAMP_DIW_01,P05,55,25% OFF,52,45,41.25,2860,45,1856.25,-7,-0.13,-1003.75,-0.35
f88523,STTRV-1,CAMP_SAN_01,P05,55,25% OFF,10,9,41.25,550,9,371.25,-1,-0.1,-178.75,-0.33
fe2fe7,STCHE-4,CAMP_DIW_01,P05,55,25% OFF,127,115,41.25,6985,115,4743.75,-12,-0.09,-2241.25,-0.32
21b73e,STTRV-0,CAMP_DIW_01,P05,55,25% OFF,61,59,41.25,3355,59,2433.75,-2,-0.03,-921.25,-0.27
f57184,STHYD-5,CAMP_SAN_01,P05,55,25% OFF,21,18,41.25,1155,18,742.5,-3,-0.14,-412.5,-0.36
0cc836,STVSK-0,CAMP_SAN_01,P05,55,25% OFF,18,14,41.25,990,14,577.5,-4,-0.22,-412.5,-0.42
3968a6,STMYS-3,CAMP_SAN_01,P05,55,25% OFF,19,16,41.25,1045,16,660,-3,-0.16,-385,-0.37
ed90b8,STVSK-4,CAMP_SAN_01,P05,55,25% OFF,18,13,41.25,990,13,536.25,-5,-0.28,-453.75,-0.46
4f570c,STBLR-7,CAMP_DIW_01,P05,55,25% OFF,122,107,41.25,6710,107,4413.75,-15,-0.12,-2296.25,-0.34
a0dc46,STHYD-3,CAMP_DIW_01,P05,55,25% OFF,129,104,41.25,7095,104,4290,-25,-0.19,-2805,-0.4
a24528,STVSK-2,CAMP_DIW_01,P05,55,25% OFF,70,62,41.25,3850,62,2557.5,-8,-0.11,-1292.5,-0.34
73ad85,STHYD-5,CAMP_DIW_01,P05,55,25% OFF,106,102,41.25,5830,102,4207.5,-4,-0.04,-1622.5,-0.28
311946,STBLR-5,CAMP_DIW_01,P05,55,25% OFF,119,107,41.25,6545,107,4413.75,-12,-0.1,-2131.25,-0.33
2fe921,STCHE-0,CAMP_SAN_01,P05,55,25% OFF,25,21,41.25,1375,21,866.25,-4,-0.16,-508.75,-0.37
005c46,STCBE-2,CAMP_SAN_01,P05,55,25% OFF,18,15,41.25,990,15,618.75,-3,-0.17,-371.25,-0.38
ff3c54,STCHE-3,CAMP_SAN_01,P05,55,25% OFF,24,19,41.25,1320,19,783.75,-5,-0.21,-536.25,-0.41
38bf1b,STCHE-1,CAMP_SAN_01,P05,55,25% OFF,30,25,41.25,1650,25,1031.25,-5,-0.17,-618.75,-0.38
5c7b20,STCBE-4,CAMP_DIW_01,P05,55,25% OFF,101,89,41.25,5555,89,3671.25,-12,-0.12,-1883.75,-0.34
d31554,STMDU-2,CAMP_DIW_01,P05,55,25% OFF,80,70,41.25,4400,70,2887.5,-10,-0.13,-1512.5,-0.34
7912c8,STVSK-3,CAMP_SAN_01,P05,55,25% OFF,19,15,41.25,1045,15,618.75,-4,-0.21,-426.25,-0.41
b7db9e,STHYD-4,CAMP_DIW_01,P05,55,25% OFF,106,101,41.25,5830,101,4166.25,-5,-0.05,-1663.75,-0.29
f9b0ef,STVJD-0,CAMP_DIW_01,P05,55,25% OFF,56,54,41.25,3080,54,2227.5,-2,-0.04,-852.5,-0.28
13fd74,STMDU-3,CAMP_DIW_01,P05,55,25% OFF,64,58,41.25,3520,58,2392.5,-6,-0.09,-1127.5,-0.32
339bf7,STCHE-5,CAMP_DIW_01,P05,55,25% OFF,127,109,41.25,6985,109,4496.25,-18,-0.14,-2488.75,-0.36
5c8834,STBLR-2,CAMP_SAN_01,P05,55,25% OFF,24,19,41.25,1320,19,783.75,-5,-0.21,-536.25,-0.41
4162d7,STHYD-2,CAMP_DIW_01,P05,55,25% OFF,110,86,41.25,6050,86,3547.5,-24,-0.22,-2502.5,-0.41
5e59a1,STTRV-0,CAMP_SAN_01,P05,55,25% OFF,12,11,41.25,660,11,453.75,-1,-0.08,-206.25,-0.31
